"POLY_ID","CMP","PERCENT","SOIL_CODE","SOIL_ID","CMP_ID","ORDER3","G_GROUP3","GTGRP","GG_ID"
242021,1,40,"BUF","ABBUFgl~~~N",24202101,"LU","GL","gray",16
242021,2,30,"KEG","ABKEG~~~~~N",24202102,"GL","G","gleysol",14
242021,3,30,"MLD","ABMLD~~~~~N",24202103,"OR","M","mesisol",18
242022,1,40,"MKW","ABMKW~~~~~N",24202201,"CY","OC","organic",11
242022,2,30,"MLD","ABMLD~~~~~N",24202202,"OR","M","mesisol",18
242022,3,30,"SEN","ABSEN~~~~~N",24202203,"LU","GL","gray",16
242023,1,40,"MKW","ABMKW~~~~~N",24202301,"CY","OC","organic",11
242023,2,30,"MLD","ABMLD~~~~~N",24202302,"OR","M","mesisol",18
242023,3,30,"SEN","ABSEN~~~~~N",24202303,"LU","GL","gray",16
242024,1,60,"MKW","ABMKW~~~~~N",24202401,"CY","OC","organic",11
242024,2,20,"HHY","ABHHY~~~~~N",24202402,"BR","EB","eutric",2
242024,3,20,"MLD","ABMLD~~~~~N",24202403,"OR","M","mesisol",18
242025,1,30,"COS","ABCOS~~~~~A",24202501,"LU","GL","gray",16
242025,2,30,"RUT","ABRUT~~~~~N",24202502,"BR","EB","eutric",2
242025,3,20,"MLD","ABMLD~~~~~N",24202503,"OR","M","mesisol",18
242026,1,40,"MKW","ABMKW~~~~~N",24202601,"CY","OC","organic",11
242026,2,30,"HHY","ABHHY~~~~~N",24202602,"BR","EB","eutric",2
242026,3,30,"MLD","ABMLD~~~~~N",24202603,"OR","M","mesisol",18
242027,1,40,"MUS","ABMUS~~~~~N",24202701,"OR","M","mesisol",18
242027,2,20,"BUF","ABBUF~~~~~N",24202702,"LU","GL","gray",16
242027,3,20,"MLD","ABMLD~~~~~N",24202703,"OR","M","mesisol",18
242027,4,20,"STP","ABSTP~~~~~N",24202704,"GL","G","gleysol",14
242028,1,50,"MKW","ABMKW~~~~~N",24202801,"CY","OC","organic",11
242028,2,20,"BUF","ABBUF~~~~~N",24202802,"LU","GL","gray",16
242028,3,20,"MLD","ABMLD~~~~~N",24202803,"OR","M","mesisol",18
242028,4,10,"STP","ABSTP~~~~~N",24202804,"GL","G","gleysol",14
242029,1,40,"MUS","ABMUS~~~~~N",24202901,"OR","M","mesisol",18
242029,2,20,"BUF","ABBUF~~~~~N",24202902,"LU","GL","gray",16
242029,3,20,"MLD","ABMLD~~~~~N",24202903,"OR","M","mesisol",18
242029,4,20,"STP","ABSTP~~~~~N",24202904,"GL","G","gleysol",14
243001,1,30,"MKW","ABMKW~~~~~N",24300101,"CY","OC","organic",11
243001,2,30,"MLD","ABMLD~~~~~N",24300102,"OR","M","mesisol",18
243001,3,20,"BUF","ABBUF~~~~~N",24300103,"LU","GL","gray",16
243001,4,20,"HHY","ABHHY~~~~~N",24300104,"BR","EB","eutric",2
243004,1,40,"BUF","ABBUF~~~~~N",24300401,"LU","GL","gray",16
243004,2,20,"HHY","ABHHY~~~~~N",24300402,"BR","EB","eutric",2
243004,3,20,"MKW","ABMKW~~~~~N",24300403,"CY","OC","organic",11
243004,4,20,"MLD","ABMLD~~~~~N",24300404,"OR","M","mesisol",18
243005,1,60,"BUF","ABBUF~~~~~N",24300501,"LU","GL","gray",16
243005,2,20,"MKW","ABMKW~~~~~N",24300502,"CY","OC","organic",11
243005,3,20,"MLD","ABMLD~~~~~N",24300503,"OR","M","mesisol",18
244007,1,55,"SIK","BCSIK~~~~~N",24400701,"LU","GL","gray",16
244007,2,30,"KWE","BCKWEp~~~~N",24400702,"GL","HG","humic",13
244007,3,15,"MCE","BCMCE~~~~~N",24400703,"OR","F","fibrisol",17
244029,1,40,"MUS","ABMUS~~~~~N",24402901,"OR","M","mesisol",18
244029,2,30,"ALG","ABALG~~~~~N",24402902,"GL","LG","luvic",12
244029,3,20,"DOV","ABDOV~~~~~N",24402903,"LU","GL","gray",16
244029,4,10,"LGD","ABLGD~~~~~N",24402904,"LU","GL","gray",16
244039,1,30,"DOV","ABDOV~~~~~N",24403901,"LU","GL","gray",16
244039,2,30,"JSN","ABJSN~~~~~N",24403902,"SZ","SS","solodized solonetz",27
244039,3,20,"ALG","ABALG~~~~~N",24403903,"GL","LG","luvic",12
244039,4,20,"MLD","ABMLD~~~~~N",24403904,"OR","M","mesisol",18
244040,1,40,"MKW","ABMKW~~~~~N",24404001,"CY","OC","organic",11
244040,2,30,"DOV","ABDOV~~~~~N",24404002,"LU","GL","gray",16
244040,3,30,"MLD","ABMLD~~~~~N",24404003,"OR","M","mesisol",18
244041,1,50,"MUS","ABMUS~~~~~N",24404101,"OR","M","mesisol",18
244041,2,20,"DOV","ABDOV~~~~~N",24404102,"LU","GL","gray",16
244041,3,20,"MLD","ABMLD~~~~~N",24404103,"OR","M","mesisol",18
244041,4,10,"ALG","ABALG~~~~~N",24404104,"GL","LG","luvic",12
244043,1,40,"MUS","ABMUS~~~~~N",24404301,"OR","M","mesisol",18
244043,2,30,"ALG","ABALG~~~~~N",24404302,"GL","LG","luvic",12
244043,3,20,"DOV","ABDOV~~~~~N",24404303,"LU","GL","gray",16
244043,4,10,"ZAV","ABZAV~~~~~N",24404304,"RG","HR","humic",25
244046,1,40,"MLD","ABMLD~~~~~N",24404601,"OR","M","mesisol",18
244046,2,30,"MKW","ABMKW~~~~~N",24404602,"CY","OC","organic",11
244046,3,20,"DOV","ABDOV~~~~~N",24404603,"LU","GL","gray",16
244046,4,10,"ALG","ABALG~~~~~N",24404604,"GL","LG","luvic",12
244047,1,30,"CHT","ABCHT~~~~~N",24404701,"GL","G","gleysol",14
244047,2,30,"SLT","ABSLT~~~~~N",24404702,"GL","G","gleysol",14
244047,3,20,"JSN","ABJSN~~~~~N",24404703,"SZ","SS","solodized solonetz",27
244047,4,20,"MLD","ABMLD~~~~~N",24404704,"OR","M","mesisol",18
244048,1,30,"DOV","ABDOV~~~~~N",24404801,"LU","GL","gray",16
244048,2,30,"MLD","ABMLD~~~~~N",24404802,"OR","M","mesisol",18
244048,3,20,"ALG","ABALG~~~~~N",24404803,"GL","LG","luvic",12
244048,4,20,"JSN","ABJSN~~~~~N",24404804,"SZ","SS","solodized solonetz",27
244050,1,50,"CHT","ABCHT~~~~~N",24405001,"GL","G","gleysol",14
244050,2,30,"MLD","ABMLDxc~~~N",24405002,"OR","M","mesisol",18
244050,3,20,"ALG","ABALG~~~~~N",24405003,"GL","LG","luvic",12
244052,1,40,"COS","ABCOS~~~~~A",24405201,"LU","GL","gray",16
244052,2,20,"MER","ABMER~~~~~N",24405202,"LU","GL","gray",16
244052,3,20,"RUT","ABRUT~~~~~N",24405203,"BR","EB","eutric",2
244053,1,60,"CHT","ABCHT~~~~~N",24405301,"GL","G","gleysol",14
244053,2,30,"MMW","ABMMW~~~~~N",24405302,"GL","G","gleysol",14
244053,3,10,"ZGW","ABZGWsa~~~N",24405303,"GL","HG","humic",13
244054,1,40,"ALG","ABALG~~~~~N",24405401,"GL","LG","luvic",12
244054,2,40,"DOV","ABDOV~~~~~N",24405402,"LU","GL","gray",16
244054,3,20,"MLD","ABMLDxc~~~N",24405403,"OR","M","mesisol",18
244055,1,30,"DOV","ABDOV~~~~~N",24405501,"LU","GL","gray",16
244055,2,30,"MLD","ABMLD~~~~~N",24405502,"OR","M","mesisol",18
244055,3,20,"ALG","ABALG~~~~~N",24405503,"GL","LG","luvic",12
244055,4,20,"JSN","ABJSN~~~~~N",24405504,"SZ","SS","solodized solonetz",27
244056,1,30,"ALG","ABALG~~~~~N",24405601,"GL","LG","luvic",12
244056,2,30,"DOV","ABDOV~~~~~N",24405602,"LU","GL","gray",16
244056,3,20,"JSN","ABJSN~~~~~N",24405603,"SZ","SS","solodized solonetz",27
244056,4,20,"MLD","ABMLD~~~~~N",24405604,"OR","M","mesisol",18
244058,1,30,"KEG","ABKEGpt~~~N",24405801,"GL","G","gleysol",14
244058,2,30,"LRC","ABLRC~~~~~A",24405802,"SZ","SS","solodized solonetz",27
244058,3,20,"MER","ABMER~~~~~N",24405803,"LU","GL","gray",16
244058,4,20,"MLD","ABMLD~~~~~N",24405804,"OR","M","mesisol",18
244059,1,40,"DOV","ABDOV~~~~~N",24405901,"LU","GL","gray",16
244059,2,30,"ALG","ABALG~~~~~N",24405902,"GL","LG","luvic",12
244059,3,30,"MLD","ABMLDxc~~~N",24405903,"OR","M","mesisol",18
244060,1,60,"MMY","ABMMY~~~~~N",24406001,"RG","R","regosol",24
244060,2,40,"MMW","ABMMW~~~~~N",24406002,"GL","G","gleysol",14
244061,1,60,"LRC","ABLRC~~~~~A",24406101,"SZ","SS","solodized solonetz",27
244061,2,20,"MLD","ABMLD~~~~~N",24406102,"OR","M","mesisol",18
244061,3,20,"SIP","ABSIP~~~~~N",24406103,"GL","LG","luvic",12
244062,1,40,"DOV","ABDOV~~~~~N",24406201,"LU","GL","gray",16
244062,2,20,"ALG","ABALG~~~~~N",24406202,"GL","LG","luvic",12
244062,3,20,"COS","ABCOS~~~~~A",24406203,"LU","GL","gray",16
244062,4,20,"MLD","ABMLDxc~~~N",24406204,"OR","M","mesisol",18
244063,1,40,"MLD","ABMLD~~~~~N",24406301,"OR","M","mesisol",18
244063,2,20,"DOV","ABDOV~~~~~N",24406302,"LU","GL","gray",16
244063,3,20,"MUS","ABMUS~~~~~N",24406303,"OR","M","mesisol",18
244063,4,20,"PEA","ABPEA~~~~~N",24406304,"LU","GL","gray",16
244064,1,50,"HKS","ABHKS~~~~~A",24406401,"LU","GL","gray",16
244064,2,20,"MNS","ABMNS~~~~~N",24406402,"GL","LG","luvic",12
244064,3,20,"SEN","ABSEN~~~~~N",24406403,"LU","GL","gray",16
244064,4,10,"MLD","ABMLD~~~~~N",24406404,"OR","M","mesisol",18
244065,1,40,"DOV","ABDOV~~~~~N",24406501,"LU","GL","gray",16
244065,2,20,"ALG","ABALG~~~~~N",24406502,"GL","LG","luvic",12
244065,3,20,"COS","ABCOS~~~~~A",24406503,"LU","GL","gray",16
244065,4,20,"MLD","ABMLDxc~~~N",24406504,"OR","M","mesisol",18
244066,1,60,"HZM","ABHZM~~~~~A",24406601,"LU","GL","gray",16
244066,2,20,"BUD","ABBUD~~~~~N",24406602,"LU","GL","gray",16
244066,3,20,"MNS","ABMNS~~~~~N",24406603,"GL","LG","luvic",12
244067,1,40,"DOV","ABDOV~~~~~N",24406701,"LU","GL","gray",16
244067,2,20,"CHT","ABCHT~~~~~N",24406702,"GL","G","gleysol",14
244067,3,20,"MRN","ABMRN~~~~~N",24406703,"OR","M","mesisol",18
244067,4,20,"NAM","ABNAM~~~~~N",24406704,"RG","R","regosol",24
244068,1,40,"CAL","ABCAL~~~~~N",24406801,"LU","GL","gray",16
244068,2,20,"COS","ABCOS~~~~~A",24406802,"LU","GL","gray",16
244068,3,20,"MLD","ABMLD~~~~~N",24406803,"OR","M","mesisol",18
244068,4,20,"SIP","ABSIPpt~~~N",24406804,"GL","LG","luvic",12
244069,1,70,"HPE","ABHPE~~~~~A",24406901,"CH","DGC","dark gray",8
244069,2,30,"MNS","ABMNSpt~~~N",24406902,"GL","LG","luvic",12
244070,1,50,"BRY","ABBRY~~~~~N",24407001,"LU","GL","gray",16
244070,2,20,"BUD","ABBUD~~~~~N",24407002,"LU","GL","gray",16
244070,3,20,"MNS","ABMNS~~~~~N",24407003,"GL","LG","luvic",12
244070,4,10,"CGA","ABCGA~~~~~N",24407004,"OR","M","mesisol",18
245001,1,30,"DXV","ABDXV~~~~~N",24500101,"LU","GL","gray",16
245001,2,30,"MNS","ABMNS~~~~~N",24500102,"GL","LG","luvic",12
245001,3,20,"CGA","ABCGAxt~~~N",24500103,"OR","M","mesisol",18
245001,4,20,"MSR","ABMSR~~~~~N",24500104,"OR","M","mesisol",18
245002,1,50,"DXV","ABDXV~~~~~N",24500201,"LU","GL","gray",16
245002,2,20,"CGA","ABCGAxt~~~N",24500202,"OR","M","mesisol",18
245002,3,20,"MNS","ABMNS~~~~~N",24500203,"GL","LG","luvic",12
245002,4,10,"MSR","ABMSR~~~~~N",24500204,"OR","M","mesisol",18
245003,1,30,"DXV","ABDXV~~~~~N",24500301,"LU","GL","gray",16
245003,2,30,"MNS","ABMNS~~~~~N",24500302,"GL","LG","luvic",12
245003,3,20,"CGA","ABCGAxt~~~N",24500303,"OR","M","mesisol",18
245003,4,20,"MSR","ABMSR~~~~~N",24500304,"OR","M","mesisol",18
245004,1,40,"MSR","ABMSR~~~~~N",24500401,"OR","M","mesisol",18
245004,2,30,"CGA","ABCGAxt~~~N",24500402,"OR","M","mesisol",18
245004,3,20,"DXV","ABDXV~~~~~N",24500403,"LU","GL","gray",16
245004,4,10,"SIP","ABSIP~~~~~N",24500404,"GL","LG","luvic",12
245005,1,40,"MSR","ABMSR~~~~~N",24500501,"OR","M","mesisol",18
245005,2,30,"CGA","ABCGAxt~~~N",24500502,"OR","M","mesisol",18
245005,3,20,"DXV","ABDXV~~~~~N",24500503,"LU","GL","gray",16
245005,4,10,"SIP","ABSIP~~~~~N",24500504,"GL","LG","luvic",12
245006,1,50,"DXV","ABDXV~~~~~N",24500601,"LU","GL","gray",16
245006,2,20,"CGA","ABCGAxt~~~N",24500602,"OR","M","mesisol",18
245006,3,20,"MNS","ABMNS~~~~~N",24500603,"GL","LG","luvic",12
245006,4,10,"MSR","ABMSR~~~~~N",24500604,"OR","M","mesisol",18
249006,1,50,"DZY","ABDZY~~~~~N",24900601,"CY","OC","organic",11
249006,2,20,"PCM","ABPCM~~~~~N",24900602,"LU","GL","gray",16
249006,3,20,"WEN","ABWEN~~~~~N",24900603,"OR","M","mesisol",18
249006,4,10,"SVY","ABSVY~~~~~N",24900604,"BR","EB","eutric",2
250002,1,40,"BUF","ABBUFgl~~~N",25000201,"LU","GL","gray",16
250002,2,30,"KEG","ABKEG~~~~~N",25000202,"GL","G","gleysol",14
250002,3,30,"MLD","ABMLD~~~~~N",25000203,"OR","M","mesisol",18
250004,1,50,"LGD","ABLGD~~~~~N",25000401,"LU","GL","gray",16
250004,2,30,"STP","ABSTP~~~~~N",25000402,"GL","G","gleysol",14
250004,3,20,"MLD","ABMLD~~~~~N",25000403,"OR","M","mesisol",18
251002,1,80,"DZY","ABDZY~~~~~N",25100201,"CY","OC","organic",11
251002,2,10,"PCM","ABPCM~~~~~N",25100202,"LU","GL","gray",16
251002,3,10,"WEN","ABWEN~~~~~N",25100203,"OR","M","mesisol",18
251003,1,40,"DZY","ABDZY~~~~~N",25100301,"CY","OC","organic",11
251003,2,20,"PCM","ABPCM~~~~~N",25100302,"LU","GL","gray",16
251003,3,20,"SVY","ABSVY~~~~~N",25100303,"BR","EB","eutric",2
251003,4,20,"WEN","ABWEN~~~~~N",25100304,"OR","M","mesisol",18
251004,1,30,"DZY","ABDZY~~~~~N",25100401,"CY","OC","organic",11
251004,2,30,"PCM","ABPCM~~~~~N",25100402,"LU","GL","gray",16
251004,3,30,"WEN","ABWEN~~~~~N",25100403,"OR","M","mesisol",18
251004,4,10,"SVY","ABSVY~~~~~N",25100404,"BR","EB","eutric",2
251005,1,40,"PCM","ABPCM~~~~~N",25100501,"LU","GL","gray",16
251005,2,40,"STP","ABSTP~~~~~N",25100502,"GL","G","gleysol",14
251005,3,20,"WEN","ABWEN~~~~~N",25100503,"OR","M","mesisol",18
251006,1,40,"DZY","ABDZY~~~~~N",25100601,"CY","OC","organic",11
251006,2,20,"PCM","ABPCM~~~~~N",25100602,"LU","GL","gray",16
251006,3,20,"SVY","ABSVY~~~~~N",25100603,"BR","EB","eutric",2
251006,4,20,"WEN","ABWEN~~~~~N",25100604,"OR","M","mesisol",18
251007,1,40,"PCM","ABPCM~~~~~N",25100701,"LU","GL","gray",16
251007,2,20,"DZY","ABDZY~~~~~N",25100702,"CY","OC","organic",11
251007,3,20,"SVY","ABSVY~~~~~N",25100703,"BR","EB","eutric",2
251007,4,20,"WEN","ABWEN~~~~~N",25100704,"OR","M","mesisol",18
251008,1,40,"PCM","ABPCM~~~~~N",25100801,"LU","GL","gray",16
251008,2,20,"DZY","ABDZY~~~~~N",25100802,"CY","OC","organic",11
251008,3,20,"SVY","ABSVY~~~~~N",25100803,"BR","EB","eutric",2
251008,4,20,"WEN","ABWEN~~~~~N",25100804,"OR","M","mesisol",18
251009,1,50,"LGD","ABLGD~~~~~N",25100901,"LU","GL","gray",16
251009,2,30,"STP","ABSTP~~~~~N",25100902,"GL","G","gleysol",14
251009,3,20,"MLD","ABMLD~~~~~N",25100903,"OR","M","mesisol",18
251010,1,40,"PCM","ABPCM~~~~~N",25101001,"LU","GL","gray",16
251010,2,20,"DZY","ABDZY~~~~~N",25101002,"CY","OC","organic",11
251010,3,20,"SVY","ABSVY~~~~~N",25101003,"BR","EB","eutric",2
251010,4,20,"WEN","ABWEN~~~~~N",25101004,"OR","M","mesisol",18
251011,1,50,"LGD","ABLGD~~~~~N",25101101,"LU","GL","gray",16
251011,2,30,"STP","ABSTP~~~~~N",25101102,"GL","G","gleysol",14
251011,3,20,"MLD","ABMLD~~~~~N",25101103,"OR","M","mesisol",18
251012,1,40,"PCM","ABPCM~~~~~N",25101201,"LU","GL","gray",16
251012,2,20,"DZY","ABDZY~~~~~N",25101202,"CY","OC","organic",11
251012,3,20,"SVY","ABSVY~~~~~N",25101203,"BR","EB","eutric",2
251012,4,20,"WEN","ABWEN~~~~~N",25101204,"OR","M","mesisol",18
251013,1,50,"DZY","ABDZY~~~~~N",25101301,"CY","OC","organic",11
251013,2,20,"PCM","ABPCM~~~~~N",25101302,"LU","GL","gray",16
251013,3,20,"WEN","ABWEN~~~~~N",25101303,"OR","M","mesisol",18
251013,4,10,"SVY","ABSVY~~~~~N",25101304,"BR","EB","eutric",2
253001,1,40,"LGD","ABLGD~~~~~N",25300101,"LU","GL","gray",16
253001,2,30,"MLD","ABMLD~~~~~N",25300102,"OR","M","mesisol",18
253001,3,30,"STP","ABSTP~~~~~N",25300103,"GL","G","gleysol",14
253002,1,80,"BKN","ABBKN~~~~~N",25300201,"LU","GL","gray",16
253002,2,20,"STP","ABSTP~~~~~N",25300202,"GL","G","gleysol",14
253003,1,50,"SRT","ABSRT~~~~~N",25300301,"LU","GL","gray",16
253003,2,30,"ANZ","ABANZ~~~~~N",25300302,"GL","G","gleysol",14
253003,3,20,"MLD","ABMLD~~~~~N",25300303,"OR","M","mesisol",18
253004,1,30,"LGD","ABLGD~~~~~N",25300401,"LU","GL","gray",16
253004,2,30,"LRC","ABLRC~~~~~A",25300402,"SZ","SS","solodized solonetz",27
253004,3,20,"KEG","ABKEGpt~~~N",25300403,"GL","G","gleysol",14
253004,4,20,"MLD","ABMLD~~~~~N",25300404,"OR","M","mesisol",18
253005,1,70,"SRT","ABSRT~~~~~N",25300501,"LU","GL","gray",16
253005,2,30,"ANZ","ABANZ~~~~~N",25300502,"GL","G","gleysol",14
253006,1,40,"MUS","ABMUS~~~~~N",25300601,"OR","M","mesisol",18
253006,2,20,"LGD","ABLGD~~~~~N",25300602,"LU","GL","gray",16
253006,3,20,"MLD","ABMLD~~~~~N",25300603,"OR","M","mesisol",18
253006,4,20,"STP","ABSTP~~~~~N",25300604,"GL","G","gleysol",14
253007,1,60,"LGD","ABLGD~~~~~N",25300701,"LU","GL","gray",16
253007,2,30,"KEG","ABKEGpt~~~N",25300702,"GL","G","gleysol",14
253007,3,10,"MLD","ABMLD~~~~~N",25300703,"OR","M","mesisol",18
254001,1,40,"PCM","ABPCM~~~~~N",25400101,"LU","GL","gray",16
254001,2,20,"DZY","ABDZY~~~~~N",25400102,"CY","OC","organic",11
254001,3,20,"SVY","ABSVY~~~~~N",25400103,"BR","EB","eutric",2
254001,4,20,"WEN","ABWEN~~~~~N",25400104,"OR","M","mesisol",18
254002,1,50,"DZY","ABDZY~~~~~N",25400201,"CY","OC","organic",11
254002,2,20,"PCM","ABPCM~~~~~N",25400202,"LU","GL","gray",16
254002,3,20,"WEN","ABWEN~~~~~N",25400203,"OR","M","mesisol",18
254002,4,10,"SVY","ABSVY~~~~~N",25400204,"BR","EB","eutric",2
254003,1,40,"PCM","ABPCM~~~~~N",25400301,"LU","GL","gray",16
254003,2,20,"DZY","ABDZY~~~~~N",25400302,"CY","OC","organic",11
254003,3,20,"SVY","ABSVY~~~~~N",25400303,"BR","EB","eutric",2
254003,4,20,"WEN","ABWEN~~~~~N",25400304,"OR","M","mesisol",18
254004,1,50,"DZY","ABDZY~~~~~N",25400401,"CY","OC","organic",11
254004,2,30,"WEN","ABWEN~~~~~N",25400402,"OR","M","mesisol",18
254004,3,20,"PCM","ABPCM~~~~~N",25400403,"LU","GL","gray",16
263007,2,25,"MIL","ABMIL~~~~~N",26300702,"BR","DYB","dystric",4
263007,3,25,"MUS","ABMUS~~~~~N",26300703,"OR","M","mesisol",18
263008,2,30,"MIL","ABMIL~~~~~N",26300802,"BR","DYB","dystric",4
263008,3,20,"MUS","ABMUS~~~~~N",26300803,"OR","M","mesisol",18
263009,1,40,"MIL","ABMIL~~~~~N",26300901,"BR","DYB","dystric",4
263009,2,30,"MLD","ABMLD~~~~~N",26300902,"OR","M","mesisol",18
263023,1,60,"MIL","ABMIL~~~~~N",26302301,"BR","DYB","dystric",4
263023,2,20,"MLD","ABMLD~~~~~N",26302302,"OR","M","mesisol",18
263023,3,20,"NOR","ABNOR~~~~~N",26302303,"GL","G","gleysol",14
263026,1,40,"MMY","ABMMY~~~~~N",26302601,"RG","R","regosol",24
263026,3,20,"CPN","ABCPN~~~~~N",26302603,"RG","R","regosol",24
263026,4,10,"MLD","ABMLD~~~~~N",26302604,"OR","M","mesisol",18
331005,1,40,"MLD","ABMLD~~~~~N",33100501,"OR","M","mesisol",18
331005,2,30,"MUS","ABMUS~~~~~N",33100502,"OR","M","mesisol",18
331005,3,20,"MIL","ABMIL~~~~~N",33100503,"BR","DYB","dystric",4
331005,4,10,"BMT","ABBMT~~~~~N",33100504,"GL","G","gleysol",14
331016,1,60,"MAR","ABMAR~~~~~N",33101601,"BR","DYB","dystric",4
331016,2,20,"BMT","ABBMT~~~~~N",33101602,"GL","G","gleysol",14
331016,3,20,"MLD","ABMLD~~~~~N",33101603,"OR","M","mesisol",18
331021,1,40,"FIR","ABFIR~~~~~N",33102101,"BR","DYB","dystric",4
331021,2,20,"BMT","ABBMT~~~~~N",33102102,"GL","G","gleysol",14
331021,3,20,"MLD","ABMLD~~~~~N",33102103,"OR","M","mesisol",18
331021,4,20,"MUS","ABMUS~~~~~N",33102104,"OR","M","mesisol",18
338004,1,70,"FIR","ABFIR~~~~~N",33800401,"BR","DYB","dystric",4
338004,2,10,"BMT","ABBMT~~~~~N",33800402,"GL","G","gleysol",14
338004,3,10,"MAR","ABMAR~~~~~N",33800403,"BR","DYB","dystric",4
338004,4,10,"MLD","ABMLD~~~~~N",33800404,"OR","M","mesisol",18
375001,1,25,"SLB","MBSLB~~~~~A",37500101,"LU","GL","gray",16
375001,2,20,"SDI","MBSDI~~~~~A",37500102,"BR","DYB","dystric",4
375001,3,15,"WOG","MBWOG~~~~~A",37500103,"LU","GL","gray",16
375001,4,10,"LSD","MBLSD~~~~~A",37500104,"BR","DYB","dystric",4
375001,5,10,"WMP","MBWMP~~~~~A",37500105,"LU","GL","gray",16
375001,6,5,"FYL","MBFYLp~~~~A",37500106,"GL","HG","humic",13
375001,7,5,"MNT","MBMNTp~~~~A",37500107,"GL","HG","humic",13
375001,8,5,"OKO","MBOKO~~~~~N",37500108,"OR","M","mesisol",18
375001,9,5,"THG","MBTHG~~~~~A",37500109,"CH","DGC","dark gray",8
375002,1,20,"THG","MBTHG~~~~~A",37500201,"CH","DGC","dark gray",8
375002,2,15,"PIY","MBPIY~~~~~A",37500202,"LU","GL","gray",16
375002,3,15,"WHU","MBWHU~~~~~A",37500203,"LU","GL","gray",16
375002,4,10,"FYL","MBFYLpd~~~A",37500204,"GL","HG","humic",13
375002,5,10,"KMK","MBKMK~~~~~N",37500205,"OR","M","mesisol",18
375002,6,10,"OOK","MBOOK~~~~~N",37500206,"OR","M","mesisol",18
375002,7,5,"CIO","MBCIO~~~~~A",37500207,"LU","GL","gray",16
375002,8,5,"LTI","MBLTI~~~~~A",37500208,"LU","GL","gray",16
375002,9,5,"WGE","MBWGE~~~~~A",37500209,"LU","GL","gray",16
375002,10,5,"WOG","MBWOG~~~~~A",37500210,"LU","GL","gray",16
375003,1,45,"CAY","MBCAYd~~~~A",37500301,"OR","M","mesisol",18
375003,2,30,"OKO","MBOKO~~~~~N",37500302,"OR","M","mesisol",18
375003,3,12,"WKW","MBWKW~~~~~N",37500303,"OR","M","mesisol",18
375003,4,5,"STD","MBSTD~~~~~A",37500304,"OR","M","mesisol",18
375003,5,5,"THG","MBTHG~~~~~A",37500305,"CH","DGC","dark gray",8
375003,6,3,"FYL","MBFYLd~~~~A",37500306,"GL","HG","humic",13
375004,1,20,"KMK","MBKMK~~~~~N",37500401,"OR","M","mesisol",18
375004,2,18,"OOK","MBOOK~~~~~N",37500402,"OR","M","mesisol",18
375004,3,15,"BYH","MBBYH~~~~~A",37500403,"OR","M","mesisol",18
375004,4,15,"CAY","MBCAY~~~~~A",37500404,"OR","M","mesisol",18
375004,5,15,"FYL","MBFYLp~~~~A",37500405,"GL","HG","humic",13
375004,6,9,"STD","MBSTD~~~~~A",37500406,"OR","M","mesisol",18
375004,7,8,"THG","MBTHG~~~~~A",37500407,"CH","DGC","dark gray",8
375005,1,30,"OKO","MBOKO~~~~~N",37500501,"OR","M","mesisol",18
375005,2,12,"MEB","MBMEBp~~~~A",37500502,"GL","HG","humic",13
375005,3,10,"CAY","MBCAY~~~~~A",37500503,"OR","M","mesisol",18
375005,4,10,"LTI","MBLTI~~~~~A",37500504,"LU","GL","gray",16
375005,5,10,"MTG","MBMTG~~~~~A",37500505,"LU","GL","gray",16
375005,6,10,"PIY","MBPIY~~~~~A",37500506,"LU","GL","gray",16
375005,8,5,"CRK","MBCRK~~~~~A",37500508,"LU","GL","gray",16
375005,9,4,"FYL","MBFYL~~~~~A",37500509,"GL","HG","humic",13
375005,10,4,"FYL","MBFYLp~~~~A",37500510,"GL","HG","humic",13
375006,1,35,"GOO","MBGOOd~~~~A",37500601,"GL","HG","humic",13
375006,2,20,"SFT","MBSFTd~~~~A",37500602,"GL","HG","humic",13
375006,3,15,"FYL","MBFYLd~~~~A",37500603,"GL","HG","humic",13
375006,4,12,"DCS","MBDCS~~~~~A",37500604,"CH","BLC","black",7
375006,5,10,"RIV","MBRIV~~~~~A",37500605,"VE","HV","humic vertisol",31
375006,6,5,"TRO","MBTROpd~~~A",37500606,"GL","HG","humic",13
375006,7,3,"CAY","MBCAY~~~~~A",37500607,"OR","M","mesisol",18
375007,1,25,"BYH","MBBYH~~~~~A",37500701,"OR","M","mesisol",18
375007,2,20,"OOK","MBOOK~~~~~N",37500702,"OR","M","mesisol",18
375007,3,15,"KMK","MBKMK~~~~~N",37500703,"OR","M","mesisol",18
375007,4,13,"CAY","MBCAY~~~~~A",37500704,"OR","M","mesisol",18
375007,5,10,"STD","MBSTD~~~~~A",37500705,"OR","M","mesisol",18
375007,6,7,"FYL","MBFYLp~~~~A",37500706,"GL","HG","humic",13
375007,7,6,"FYL","MBFYLpd~~~A",37500707,"GL","HG","humic",13
375007,8,4,"THG","MBTHG~~~~~A",37500708,"CH","DGC","dark gray",8
375008,1,25,"CIO","MBCIO~~~~~A",37500801,"LU","GL","gray",16
375008,2,20,"SDI","MBSDI~~~~~A",37500802,"BR","DYB","dystric",4
375008,3,20,"WOG","MBWOG~~~~~A",37500803,"LU","GL","gray",16
375008,4,15,"FOY","MBFOYp~~~~N",37500804,"GL","HG","humic",13
375008,5,5,"CRK","MBCRK~~~~~A",37500805,"LU","GL","gray",16
